"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr9:105432362-105432809","chr9",105432362,105432809,105432585,194,105422585,105442585,"","SLC44A1","SLC44A1","SLC44A1",187963,"Intron (ENST00000374724.1/23446, intron 15 of 15)",-14987,"Intron","chr9_105432362-105432809","Intron"
"chr9:105506989-105507469","chr9",105506989,105507469,105507229,246,105497229,105517229,"","FSD1L","FSD1L","FSD1L",59433,"Intron (ENST00000495708.5/83856, intron 8 of 10)",6330,"Intron","chr9_105506989-105507469","Intron"
"chr9:107286163-107286452","chr9",107286163,107286452,107286307,36,107276307,107296307,"RAD23B","RAD23B","RAD23B","RAD23B",3170,"Intron (ENST00000419616.5/5887, intron 2 of 4)",1468,"Intron","chr9_107286163-107286452","Intron"
"chr9:107546838-107547299","chr9",107546838,107547299,107547068,514,107537068,107557068,"","","LOC105376206","KLF4",-56586,"Exon (ENST00000771090.1/ENST00000771090.1, exon 1 of 2)",54233,"Exon","chr9_107546838-107547299","Exon"
"chr9:108884727-108885370","chr9",108884727,108885370,108885048,181,108875048,108895048,"","ELP1","ELP1","ELP1",49068,"Promoter (<=1kb)",502,"Promoter","chr9_108884727-108885370","Promoter"
"chr9:108894277-108894681","chr9",108894277,108894681,108894479,65,108884479,108904479,"","ELP1","ELP1","ELP1",39637,"Intron (ENST00000675765.1/8518, intron 25 of 36)",-4593,"Intron","chr9_108894277-108894681","Intron"
"chr9:108897744-108898085","chr9",108897744,108898085,108897914,95,108887914,108907914,"","ELP1","ELP1","ELP1",36202,"Exon (ENST00000674704.1/8518, exon 20 of 34)",-8060,"Exon","chr9_108897744-108898085","Exon"
"chr9:109081979-109082576","chr9",109081979,109082576,109082277,1651,109072277,109092277,"","TMEM245","TMEM245","TMEM245",37668,"Intron (ENST00000374586.8/23731, intron 7 of 17)",25912,"Intron","chr9_109081979-109082576","Intron"
"chr9:109129476-109129942","chr9",109129476,109129942,109129709,315,109119709,109139709,"TMEM245","TMEM245,FRRS1L","FRRS1L","FRRS1L",37582,"Distal Intergenic",-9529,"Intergenic","chr9_109129476-109129942","Intergenic"
"chr9:109307418-109307843","chr9",109307418,109307843,109307630,206,109297630,109317630,"","EPB41L4B","EPB41L4B","EPB41L4B",13334,"Intron (ENST00000374566.8/54566, intron 1 of 25)",13121,"Intron","chr9_109307418-109307843","Intron"
"chr9:109314221-109314610","chr9",109314221,109314610,109314415,126,109304415,109324415,"EPB41L4B","EPB41L4B","EPB41L4B","EPB41L4B",6549,"Intron (ENST00000374566.8/54566, intron 1 of 25)",6354,"Intron","chr9_109314221-109314610","Intron"
"chr9:109477379-109477934","chr9",109477379,109477934,109477656,1050,109467656,109487656,"","PTPN3","PTPN3","PTPN3",20657,"Intron (ENST00000262539.7/5774, intron 1 of 25)",20373,"Intron","chr9_109477379-109477934","Intron"
"chr9:110194171-110194685","chr9",110194171,110194685,110194428,518,110184428,110204428,"","C9orf152","C9orf152","C9orf152",13761,"Intron (ENST00000473442.1/401546, intron 1 of 1)",12795,"Intron","chr9_110194171-110194685","Intron"
"chr9:110215015-110215452","chr9",110215015,110215452,110215233,196,110205233,110225233,"C9orf152","C9orf152","C9orf152","C9orf152",-7044,"Distal Intergenic",-6856,"Intergenic","chr9_110215015-110215452","Intergenic"
"chr9:110251303-110251692","chr9",110251303,110251692,110251497,66,110241497,110261497,"LOC124902246,TXN","LOC124902246,TXN","TXN","TXN",5143,"Exon (ENST00000374517.6/7295, exon 2 of 5)",4774,"Exon","chr9_110251303-110251692","Exon"
"chr9:111348716-111349236","chr9",111348716,111349236,111348976,524,111338976,111358976,"","","ECPAS","ECPAS",135769,"Distal Intergenic",-18492,"Intergenic","chr9_111348716-111349236","Intergenic"
"chr9:111605287-111605576","chr9",111605287,111605576,111605431,53,111595431,111615431,"PTGR1","PTGR1,LRRC37A5P","LRRC37A5P","PTGR1",-5576,"Intron (ENST00000830471.1/652972, intron 2 of 3)",-5394,"Intron","chr9_111605287-111605576","Intron"
"chr9:112119331-112119858","chr9",112119331,112119858,112119594,1070,112109594,112129594,"","SUSD1","SUSD1","SUSD1",55814,"Intron (ENST00000374270.8/64420, intron 6 of 16)",-7248,"Intron","chr9_112119331-112119858","Intron"
"chr9:112337511-112338073","chr9",112337511,112338073,112337792,329,112327792,112347792,"PTBP3","PTBP3","PTBP3","PTBP3",-4125,"Distal Intergenic",-3847,"Intergenic","chr9_112337511-112338073","Intergenic"
"chr9:112507093-112507491","chr9",112507093,112507491,112507292,16,112497292,112517292,"","KIAA1958","KIAA1958","KIAA1958",20445,"Intron (ENST00000337530.11/158405, intron 1 of 3)",-19889,"Intron","chr9_112507093-112507491","Intron"
"chr9:113387538-113387980","chr9",113387538,113387980,113387759,365,113377759,113397759,"","ALAD","ALAD","ALAD",13574,"3' UTR",4575,"3UTR","chr9_113387538-113387980","3UTR"
"chr9:114080786-114081396","chr9",114080786,114081396,114081091,2431,114071091,114091091,"AMBP","KIF12,AMBP","AMBP","AMBP",-2619,"Distal Intergenic",-2458,"Intergenic","chr9_114080786-114081396","Upstream"
"chr9:114099231-114099655","chr9",114099231,114099655,114099443,199,114089443,114109443,"KIF12","KIF12","KIF12","KIF12",-216,"Promoter (<=1kb)",0,"Promoter","chr9_114099231-114099655","Promoter"
"chr9:114884753-114885059","chr9",114884753,114885059,114884906,52,114874906,114894906,"","LOC124902255,TNFSF8","LOC124902255","TNFSF8",45689,"Intron (ENST00000648852.1/124902255, intron 1 of 5)",19249,"Intron","chr9_114884753-114885059","Intron"
"chr9:116336450-116336826","chr9",116336450,116336826,116336638,128,116326638,116346638,"","PAPPA","PAPPA","PAPPA",182834,"Intron (ENST00000328252.4/5069, intron 13 of 21)",4018,"Intron","chr9_116336450-116336826","Intron"
"chr9:116566875-116567384","chr9",116566875,116567384,116567129,890,116557129,116577129,"LOC107987014","ASTN2-AS1,LOC107987014,ASTN2","ASTN2","ASTN2",847941,"Promoter (<=1kb)",-252,"Promoter","chr9_116566875-116567384","Promoter"
"chr9:116868259-116868554","chr9",116868259,116868554,116868406,65,116858406,116878406,"","LOC105376239,ASTN2","ASTN2","ASTN2",546664,"Intron (ENST00000648160.1/105376239, intron 3 of 4)",30115,"Intron","chr9_116868259-116868554","Intron"
"chr9:120646961-120647390","chr9",120646961,120647390,120647175,210,120637175,120657175,"","MEGF9","MEGF9","MEGF9",67295,"Intron (ENST00000373930.4/1955, intron 2 of 5)",-66791,"Intron","chr9_120646961-120647390","Intron"
"chr9:120693680-120694007","chr9",120693680,120694007,120693843,105,120683843,120703843,"","MEGF9","MEGF9","MEGF9",20627,"Intron (ENST00000373930.4/1955, intron 1 of 5)",20463,"Intron","chr9_120693680-120694007","Intron"
"chr9:121050098-121050665","chr9",121050098,121050665,121050381,459,121040381,121060381,"","C5","C5","C5",-105,"Promoter (<=1kb)",0,"Promoter","chr9_121050098-121050665","Promoter"
"chr9:121051660-121052103","chr9",121051660,121052103,121051881,301,121041881,121061881,"","C5","C5","C5",-1605,"Promoter (1-2kb)",-1385,"Promoter","chr9_121051660-121052103","Promoter"
"chr9:121121420-121121910","chr9",121121420,121121910,121121665,158,121111665,121131665,"","CNTRL","CNTRL","CNTRL",46802,"Promoter (<=1kb)",0,"Promoter","chr9_121121420-121121910","Promoter"
"chr9:121296716-121297259","chr9",121296716,121297259,121296987,763,121286987,121306987,"","GSN","GSN",NA,14535,"Intron (ENST00000373823.7/2934, intron 9 of 24)",-2534,"Intron","chr9_121296716-121297259","Intron"
"chr9:121975741-121976288","chr9",121975741,121976288,121976014,927,121966014,121986014,"","TTLL11","TTLL11","TTLL11",117592,"Intron (ENST00000321582.11/158135, intron 4 of 8)",-12011,"Intron","chr9_121975741-121976288","Intron"
"chr9:122140376-122140730","chr9",122140376,122140730,122140553,103,122130553,122150553,"","NDUFA8","NDUFA8","NDUFA8",19266,"Distal Intergenic",19049,"Intergenic","chr9_122140376-122140730","Intergenic"
"chr9:123235401-123235798","chr9",123235401,123235798,123235599,271,123225599,123245599,"","STRBP","STRBP","STRBP",32977,"Intron (ENST00000348403.10/55342, intron 2 of 18)",-21493,"Intron","chr9_123235401-123235798","Intron"
"chr9:124263731-124264176","chr9",124263731,124264176,124263953,328,124253953,124273953,"NEK6,LOC124902268,LOC613206","NEK6,LOC124902268,LOC613206","LOC124902268","NEK6",6347,"Promoter (<=1kb)",914,"Promoter","chr9_124263731-124264176","Promoter"
"chr9:124284237-124284731","chr9",124284237,124284731,124284484,471,124274484,124294484,"","NEK6","NEK6","NEK6",26878,"Promoter (1-2kb)",-1709,"Promoter","chr9_124284237-124284731","Promoter"
"chr9:124665575-124666082","chr9",124665575,124666082,124665828,220,124655828,124675828,"MIR181A2HG","MIR181A2HG,NR6A1","NR6A1","NR6A1",105482,"Intron (ENST00000429139.4/100379345, intron 1 of 1)",7129,"Intron","chr9_124665575-124666082","Intron"
"chr9:125476601-125476940","chr9",125476601,125476940,125476770,58,125466770,125486770,"","MAPKAP1","MAPKAP1","MAPKAP1",230464,"Intron (ENST00000373511.6/79109, intron 8 of 10)",-4696,"Intron","chr9_125476601-125476940","Intron"
"chr9:125493349-125493839","chr9",125493349,125493839,125493594,415,125483594,125503594,"","MAPKAP1","MAPKAP1","MAPKAP1",213640,"Intron (ENST00000373511.6/79109, intron 8 of 10)",-8848,"Intron","chr9_125493349-125493839","Intron"
"chr9:125953602-125954096","chr9",125953602,125954096,125953849,306,125943849,125963849,"","PBX3","PBX3","PBX3",206504,"Intron (ENST00000342287.9/5090, intron 5 of 7)",88331,"Intron","chr9_125953602-125954096","Intron"
"chr9:126376468-126376923","chr9",126376468,126376923,126376695,222,126366695,126386695,"","MVB12B","MVB12B","MVB12B",49846,"Intron (ENST00000361171.8/89853, intron 2 of 9)",-18717,"Intron","chr9_126376468-126376923","Intron"
"chr9:126824107-126824515","chr9",126824107,126824515,126824311,166,126814311,126834311,"","ZBTB43","ZBTB43","ZBTB43",19305,"Intron (ENST00000449886.5/23099, intron 1 of 1)",19067,"Intron","chr9_126824107-126824515","Intron"
"chr9:126939818-126940197","chr9",126939818,126940197,126940007,294,126930007,126950007,"","RALGPS1","RALGPS1","RALGPS1",25233,"Intron (ENST00000424082.6/9649, intron 1 of 17)",-22028,"Intron","chr9_126939818-126940197","Intron"
"chr9:127308706-127309210","chr9",127308706,127309210,127308958,256,127298958,127318958,"","GARNL3","GARNL3","GARNL3",84693,"Intron (ENST00000439286.5/84253, intron 4 of 10)",-4143,"Intron","chr9_127308706-127309210","Intron"
"chr9:127545362-127545890","chr9",127545362,127545890,127545626,567,127535626,127555626,"","NIBAN2","NIBAN2","NIBAN2",33363,"Intron (ENST00000373314.7/64855, intron 1 of 13)",-18141,"Intron","chr9_127545362-127545890","Intron"
"chr9:128765446-128765880","chr9",128765446,128765880,128765663,149,128755663,128775663,"ZER1,LOC124902282","ZER1,LOC124902282","ZER1","ZER1",6751,"Intron (ENST00000291900.7/10444, intron 1 of 15)",-5402,"Intron","chr9_128765446-128765880","Intron"
"chr9:129557436-129557762","chr9",129557436,129557762,129557599,81,129547599,129567599,"","","LOC105376292","NTMT1",-51285,"Distal Intergenic",-17355,"Intergenic","chr9_129557436-129557762","Intergenic"
"chr9:129558714-129559242","chr9",129558714,129559242,129558978,1210,129548978,129568978,"","","LOC105376292","NTMT1",-49906,"Distal Intergenic",-15875,"Intergenic","chr9_129558714-129559242","Intergenic"
"chr9:129580159-129580663","chr9",129580159,129580663,129580411,929,129570411,129590411,"LOC105376292","LOC105376292","LOC105376292","NTMT1",-28473,"Promoter (<=1kb)",0,"Promoter","chr9_129580159-129580663","Promoter"
"chr9:129597358-129597720","chr9",129597358,129597720,129597539,226,129587539,129607539,"","","NTMT1","NTMT1",-11345,"Distal Intergenic",-11164,"Intergenic","chr9_129597358-129597720","Intergenic"
"chr9:130498945-130499450","chr9",130498945,130499450,130499197,485,130489197,130509197,"","ASS1","ASS1","ASS1",54268,"Intron (ENST00000352480.10/445, intron 13 of 14)",19089,"Intron","chr9_130498945-130499450","Intron"
"chr9:131545229-131545763","chr9",131545229,131545763,131545496,1186,131535496,131555496,"PRRT1B","PRRT1B","PRRT1B","PRRT1B",-18,"Promoter (<=1kb)",0,"Promoter","chr9_131545229-131545763","Promoter"
"chr9:131546665-131547016","chr9",131546665,131547016,131546840,79,131536840,131556840,"PRRT1B","PRRT1B","PRRT1B","PRRT1B",1326,"Intron (ENST00000636672.2/642515, intron 1 of 3)",1142,"Intron","chr9_131546665-131547016","Intron"
"chr9:133990621-133991168","chr9",133990621,133991168,133990894,1146,133980894,134000894,"VAV2","VAV2","VAV2","VAV2",1710,"Intron (ENST00000406606.7/7410, intron 1 of 26)",1091,"Intron","chr9_133990621-133991168","Intron"
"chr9:134333443-134333815","chr9",134333443,134333815,134333629,201,134323629,134343629,"","RXRA","RXRA","RXRA",16531,"Intron (ENST00000484822.1/6256, intron 2 of 2)",6988,"Intron","chr9_134333443-134333815","Intron"
"chr9:134335422-134335768","chr9",134335422,134335768,134335595,90,134325595,134345595,"","RXRA","RXRA","RXRA",18497,"Intron (ENST00000484822.1/6256, intron 2 of 2)",8967,"Intron","chr9_134335422-134335768","Intron"
"chr9:134434934-134435424","chr9",134434934,134435424,134435179,806,134425179,134445179,"LOC100506532,LOC105376311","LOC100506532,LOC105376311,RXRA","RXRA","RXRA",118081,"Intron (ENST00000481739.2/6256, intron 9 of 9)",-6823,"Intron","chr9_134434934-134435424","Intron"
"chr9:135085757-135086303","chr9",135085757,135086303,135086030,280,135076030,135096030,"","OLFM1","OLFM1","OLFM1",10608,"Promoter (<=1kb)",-251,"Promoter","chr9_135085757-135086303","Promoter"
"chr9:136519944-136520453","chr9",136519944,136520453,136520198,844,136510198,136530198,"MIR4673","MIR4673,NOTCH1","NOTCH1","NOTCH1",25664,"Promoter (<=1kb)",-318,"Promoter","chr9_136519944-136520453","Promoter"
"chr9:136675044-136675499","chr9",136675044,136675499,136675271,370,136665271,136685271,"MIR126","AGPAT2,MIR126,EGFL7","AGPAT2","AGPAT2",12152,"Intron (ENST00000371694.7/10555, intron 3 of 4)",1881,"Intron","chr9_136675044-136675499","Intron"
"chr9:136697871-136698406","chr9",136697871,136698406,136698138,884,136688138,136708138,"","","AGPAT2","AGPAT2",-10715,"Intron (ENST00000778934.1/ENST00000778934.1, intron 1 of 1)",-10414,"Intron","chr9_136697871-136698406","Intron"
"chr10:970423-970850","chr10",970423,970850,970636,46,960636,980636,"","LARP4B","LARP4B","GTPBP4",-17383,"Intron (ENST00000777599.1/23185, intron 1 of 2)",-8962,"Intron","chr10_970423-970850","Intron"
"chr10:2079573-2079899","chr10",2079573,2079899,2079736,85,2069736,2089736,"MIR6072","MIR6072","MIR6072","ADARB2",-342260,"Intron (ENST00000435539.1/ENST00000435539.1, intron 1 of 1)",-3484,"Intron","chr10_2079573-2079899","Intron"
"chr10:2957721-2958129","chr10",2957721,2958129,2957925,289,2947925,2967925,"","","LOC105376352","PFKP",-108408,"Distal Intergenic",27733,"Intergenic","chr10_2957721-2958129","Intergenic"
"chr10:3365561-3366044","chr10",3365561,3366044,3365802,158,3355802,3375802,"","LOC105376360","LOC105376360","PITRM1",-192961,"Intron (ENST00000783245.1/105376360, intron 1 of 1)",-31461,"Intron","chr10_3365561-3366044","Intron"
"chr10:3852049-3852737","chr10",3852049,3852737,3852393,131,3842393,3862393,"","","LINC02639","KLF6",-67112,"Exon (ENST00000770137.1/ENST00000770137.1, exon 1 of 2)",18099,"Exon","chr10_3852049-3852737","Exon"
"chr10:4889922-4890369","chr10",4889922,4890369,4890145,226,4880145,4900145,"","AKR1C6P,AKR1E2","AKR1C6P","AKR1E2",103516,"Exon (ENST00000806213.1/389932, exon 3 of 9)",1606,"Exon","chr10_4889922-4890369","Exon"
"chr10:4939564-4940054","chr10",4939564,4940054,4939809,228,4929809,4949809,"","","AKR1C1","AKR1C1",-23444,"Distal Intergenic",-23199,"Intergenic","chr10_4939564-4940054","Intergenic"
"chr10:4947167-4948126","chr10",4947167,4948126,4947646,438,4937646,4957646,"","","AKR1C1","AKR1C1",-15607,"Intron (ENST00000806558.1/ENST00000806558.1, intron 1 of 2)",-15127,"Intron","chr10_4947167-4948126","Intron"
"chr10:5071458-5072270","chr10",5071458,5072270,5071864,645,5061864,5081864,"LOC124902366","LOC107984198,LOC124902366,AKR1C3","AKR1C3","AKR1C3",36510,"Intron (ENST00000605781.5/8644, intron 1 of 5)",-3053,"Intron","chr10_5071458-5072270","Intron"
"chr10:5147251-5147790","chr10",5147251,5147790,5147520,707,5137520,5157520,"","AKR1C8","AKR1C8","AKR1C3",112166,"Distal Intergenic",-12025,"Intergenic","chr10_5147251-5147790","Intergenic"
"chr10:5148285-5148575","chr10",5148285,5148575,5148430,53,5138430,5158430,"","AKR1C8","AKR1C8","AKR1C3",113076,"Distal Intergenic",-13059,"Intergenic","chr10_5148285-5148575","Intergenic"
"chr10:5195974-5196398","chr10",5195974,5196398,5196186,177,5186186,5206186,"AKR1C4","AKR1C4","AKR1C4","AKR1C4",724,"Promoter (<=1kb)",-439,"Promoter","chr10_5195974-5196398","Promoter"
"chr10:5448260-5448774","chr10",5448260,5448774,5448517,281,5438517,5458517,"","NET1","NET1","NET1",35966,"Intron (ENST00000355029.9/10276, intron 3 of 11)",1649,"Intron","chr10_5448260-5448774","Intron"
"chr10:5517647-5518023","chr10",5517647,5518023,5517835,70,5507835,5527835,"CALML3","CALML3-AS1,CALML3","CALML3-AS1","CALML3",-6174,"Intron (ENST00000543008.2/100132159, intron 1 of 1)",5154,"Intron","chr10_5517647-5518023","Intron"
"chr10:6279474-6279919","chr10",6279474,6279919,6279696,443,6269696,6289696,"LINC02649","LINC02649,PFKFB3","PFKFB3","PFKFB3",134762,"Intron (ENST00000783922.1/399715, intron 1 of 3)",1787,"Intron","chr10_6279474-6279919","Intron"
"chr10:7686463-7686883","chr10",7686463,7686883,7686673,79,7676673,7696673,"","","ITIH2","ITIH2",-16596,"Distal Intergenic",-16433,"Intergenic","chr10_7686463-7686883","Intergenic"
"chr10:7706883-7707539","chr10",7706883,7707539,7707211,1527,7697211,7717211,"ITIH2","ITIH2","ITIH2","ITIH2",3942,"Exon (ENST00000358415.9/3698, exon 3 of 21)",3483,"Exon","chr10_7706883-7707539","Exon"
"chr10:7932296-7932712","chr10",7932296,7932712,7932504,125,7922504,7942504,"","TAF3","TAF3","TAF3",114000,"Intron (ENST00000687671.1/83860, intron 2 of 3)",-102822,"Intron","chr10_7932296-7932712","Intron"
"chr10:11560244-11560657","chr10",11560244,11560657,11560450,196,11550450,11570450,"","USP6NL","USP6NL","USP6NL",51304,"Intron (ENST00000379237.6/9712, intron 1 of 13)",12839,"Intron","chr10_11560244-11560657","Intron"
"chr10:11697597-11698035","chr10",11697597,11698035,11697816,321,11687816,11707816,"","LOC105376413","LOC105376413","ECHDC3",-44550,"Intron (ENST00000833346.1/ENST00000833346.1, intron 3 of 3)",-2501,"Intron","chr10_11697597-11698035","Intron"
"chr10:11699378-11699897","chr10",11699378,11699897,11699637,640,11689637,11709637,"","LOC105376413","LOC105376413","ECHDC3",-42729,"Exon (ENST00000833165.1/105376413, exon 3 of 6)",-4282,"Exon","chr10_11699378-11699897","Exon"
"chr10:11794582-11794939","chr10",11794582,11794939,11794760,220,11784760,11804760,"","","PROSER2","PROSER2",-28579,"Distal Intergenic",-28400,"Intergenic","chr10_11794582-11794939","Intergenic"
"chr10:11950377-11950763","chr10",11950377,11950763,11950570,135,11940570,11960570,"","UPF2","UPF2","UPF2",92600,"Intron (ENST00000356352.6/26019, intron 14 of 20)",-48281,"Intron","chr10_11950377-11950763","Intron"
"chr10:11958921-11959362","chr10",11958921,11959362,11959141,277,11949141,11969141,"","UPF2","UPF2","UPF2",84029,"Exon (ENST00000356352.6/26019, exon 11 of 21)",-56825,"Exon","chr10_11958921-11959362","Exon"
"chr10:11986166-11986587","chr10",11986166,11986587,11986376,228,11976376,11996376,"","UPF2","UPF2","UPF2",56794,"Intron (ENST00000356352.6/26019, intron 7 of 20)",49310,"Intron","chr10_11986166-11986587","Intron"
"chr10:12699439-12699751","chr10",12699439,12699751,12699595,88,12689595,12709595,"","CAMK1D","CAMK1D","CAMK1D",350113,"Intron (ENST00000619168.5/57118, intron 3 of 10)",25602,"Intron","chr10_12699439-12699751","Intron"
"chr10:13765622-13766194","chr10",13765622,13766194,13765908,532,13755908,13775908,"","FRMD4A","FRMD4A","FRMD4A",696234,"Intron (ENST00000357447.7/55691, intron 6 of 24)",-3953,"Intron","chr10_13765622-13766194","Intron"
"chr10:14532551-14532930","chr10",14532551,14532930,14532740,196,14522740,14542740,"LOC124902381","LOC124902381,FAM107B","FAM107B","FAM107B",242157,"Promoter (<=1kb)",0,"Promoter","chr10_14532551-14532930","Promoter"
"chr10:14578638-14579015","chr10",14578638,14579015,14578826,97,14568826,14588826,"","FAM107B","FAM107B","FAM107B",196071,"Intron (ENST00000181796.7/83641, intron 2 of 4)",-6299,"Intron","chr10_14578638-14579015","Intron"
"chr10:14594844-14595282","chr10",14594844,14595282,14595063,97,14585063,14605063,"","FAM107B","FAM107B","FAM107B",179834,"Intron (ENST00000181796.7/83641, intron 2 of 4)",8988,"Intron","chr10_14594844-14595282","Intron"
"chr10:14611941-14612604","chr10",14611941,14612604,14612272,301,14602272,14622272,"","FAM107B","FAM107B","FAM107B",162625,"Promoter (<=1kb)",0,"Promoter","chr10_14611941-14612604","Promoter"
"chr10:15334116-15334802","chr10",15334116,15334802,15334459,1712,15324459,15344459,"","FAM171A1","FAM171A1","FAM171A1",36603,"Intron (ENST00000378116.9/221061, intron 1 of 7)",36260,"Intron","chr10_15334116-15334802","Intron"
"chr10:16380990-16381533","chr10",16380990,16381533,16381261,62,16371261,16391261,"","","PTER","PTER",-55682,"Intron (ENST00000730920.1/ENST00000730920.1, intron 1 of 2)",-55410,"Intron","chr10_16380990-16381533","Intron"
"chr10:23186698-23187122","chr10",23186698,23187122,23186910,188,23176910,23196910,"PTF1A","PTF1A","PTF1A","PTF1A",-5417,"Intron (ENST00000785239.1/ENST00000785239.1, intron 2 of 2)",-5190,"Intron","chr10_23186698-23187122","Intron"
"chr10:24465878-24466720","chr10",24465878,24466720,24466299,196,24456299,24476299,"LOC105376455","LOC105376455,KIAA1217","KIAA1217","KIAA1217",771553,"Promoter (<=1kb)",0,"Promoter","chr10_24465878-24466720","Promoter"
"chr10:24720565-24720911","chr10",24720565,24720911,24720738,47,24710738,24730738,"ARHGAP21","ARHGAP21","ARHGAP21","ARHGAP21",2930,"Promoter (<=1kb)",955,"Promoter","chr10_24720565-24720911","Promoter"
"chr10:25078896-25079376","chr10",25078896,25079376,25079136,378,25069136,25089136,"","LINC01516","LINC01516","ENKUR",-16857,"Intron (ENST00000648191.1/101929025, intron 3 of 4)",-16617,"Intron","chr10_25078896-25079376","Intron"
"chr10:28365731-28366219","chr10",28365731,28366219,28365975,356,28355975,28375975,"","","MPP7","MPP7",-31489,"Distal Intergenic",-31245,"Intergenic","chr10_28365731-28366219","Intergenic"
"chr10:28769174-28769648","chr10",28769174,28769648,28769411,105,28759411,28779411,"","LINC01517","LINC01517","BAMBI",92069,"Intron (ENST00000722416.1/101929218, intron 2 of 4)",-17848,"Intron","chr10_28769174-28769648","Intron"
"chr10:28808205-28808632","chr10",28808205,28808632,28808418,117,28798418,28818418,"","LINC01517","LINC01517","BAMBI",131076,"Exon (ENST00000722416.1/101929218, exon 5 of 5)",1415,"Exon","chr10_28808205-28808632","Exon"
"chr10:28873585-28873931","chr10",28873585,28873931,28873758,51,28863758,28883758,"","LINC01517,C10orf126","C10orf126","BAMBI",196416,"Promoter (1-2kb)",-1667,"Promoter","chr10_28873585-28873931","Promoter"
"chr10:28881488-28881830","chr10",28881488,28881830,28881659,49,28871659,28891659,"","LINC01517,C10orf126","C10orf126","BAMBI",204317,"Exon (ENST00000375520.4/283080, exon 5 of 5)",5890,"Exon","chr10_28881488-28881830","Exon"
"chr10:28939929-28940360","chr10",28939929,28940360,28940144,101,28930144,28950144,"","LINC01517","LINC01517","BAMBI",262802,"Intron (ENST00000646289.1/101929218, intron 7 of 7)",64331,"Intron","chr10_28939929-28940360","Intron"
"chr10:28948941-28949490","chr10",28948941,28949490,28949215,377,28939215,28959215,"","LINC01517","LINC01517","BAMBI",271873,"Distal Intergenic",73343,"Intergenic","chr10_28948941-28949490","Intergenic"
"chr10:29007643-29008162","chr10",29007643,29008162,29007902,236,28997902,29017902,"","","LOC107984174","LYZL1",-281159,"Distal Intergenic",-49876,"Intergenic","chr10_29007643-29008162","Intergenic"
"chr10:29535291-29535810","chr10",29535291,29535810,29535550,394,29525550,29545550,"MIR604","SVIL-AS1,SVIL,MIR604","SVIL","SVIL",201231,"Intron (ENST00000729321.1/102724316, intron 2 of 4)",9287,"Intron","chr10_29535291-29535810","Intron"
"chr10:29635705-29636273","chr10",29635705,29636273,29635989,1002,29625989,29645989,"","SVIL","SVIL","SVIL",100792,"Promoter (<=1kb)",-733,"Promoter","chr10_29635705-29636273","Promoter"
"chr10:32023230-32023532","chr10",32023230,32023532,32023381,94,32013381,32033381,"","KIF5B","KIF5B","KIF5B",33050,"Intron (ENST00000302418.5/3799, intron 15 of 25)",-2136,"Intron","chr10_32023230-32023532","Intron"
"chr10:32378155-32378613","chr10",32378155,32378613,32378384,85,32368384,32388384,"EPC1","EPC1-AS1,EPC1","EPC1","EPC1",414,"Promoter (<=1kb)",1,"Promoter","chr10_32378155-32378613","Promoter"
"chr10:33155957-33156505","chr10",33155957,33156505,33156231,985,33146231,33166231,"","","NRP1","NRP1",180031,"Distal Intergenic",29150,"Intergenic","chr10_33155957-33156505","Intergenic"
"chr10:33195761-33196232","chr10",33195761,33196232,33195996,43,33185996,33205996,"","NRP1","NRP1","NRP1",140266,"Intron (ENST00000374875.5/8829, intron 11 of 15)",6763,"Intron","chr10_33195761-33196232","Intron"
"chr10:33196663-33197176","chr10",33196663,33197176,33196919,657,33186919,33206919,"","NRP1","NRP1","NRP1",139343,"Intron (ENST00000374875.5/8829, intron 11 of 15)",5819,"Intron","chr10_33196663-33197176","Intron"
"chr10:33507988-33508343","chr10",33507988,33508343,33508165,88,33498165,33518165,"","","LOC105376489","NRP1",-171903,"Distal Intergenic",-22384,"Intergenic","chr10_33507988-33508343","Intergenic"
"chr10:33876644-33877024","chr10",33876644,33877024,33876834,55,33866834,33886834,"","","LINC02629","PARD3",938491,"Distal Intergenic",-32214,"Intergenic","chr10_33876644-33877024","Intergenic"
"chr10:34121238-34121603","chr10",34121238,34121603,34121420,84,34111420,34131420,"","PARD3","PARD3","PARD3",693905,"Intron (ENST00000545260.5/56288, intron 21 of 22)",212000,"Intron","chr10_34121238-34121603","Intron"
"chr10:34213321-34213858","chr10",34213321,34213858,34213589,625,34203589,34223589,"","PARD3","PARD3","PARD3",601736,"Intron (ENST00000545260.5/56288, intron 20 of 22)",122462,"Intron","chr10_34213321-34213858","Intron"
"chr10:34345292-34345775","chr10",34345292,34345775,34345533,266,34335533,34355533,"","PARD3","PARD3","PARD3",469792,"Intron (ENST00000545260.5/56288, intron 13 of 22)",-8972,"Intron","chr10_34345292-34345775","Intron"
"chr10:34737056-34737469","chr10",34737056,34737469,34737262,127,34727262,34747262,"","PARD3","PARD3","PARD3",78063,"Intron (ENST00000545260.5/56288, intron 1 of 22)",-57370,"Intron","chr10_34737056-34737469","Intron"
